slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label,lat_grid,lon_grid,historical_landslide_density,elevation_m,slope_deg,aspect_deg,rain_30min,rain_3h,rain_24h,rain_24h_mm,rain_72h_mm,rain_7d,rain_7d_mm,satellite_change_proxy,rainfall_1d,rainfall_available,year,month,day_of_year,monsoon_season
MIZ/AZL/2024/535,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/535),,23.35638889,92.77027778,Debris,Complex,28 May 2024,2024-05-28,1,1,23.3,92.7,53.33,994.0,26.01,147.6,0.7,2.6,107.3,107.3,136.3,201.7,201.7,0.45,107.3,1,2024,5,149,0
MIZ/AZL/2024/539,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/539),,23.39166667,92.75527778,Debris,Complex,28 May 2024,2024-05-28,1,1,23.3,92.7,53.33,1375.0,30.06,73.2,0.55,2.0,95.7,95.7,129.7,182.3,182.3,0.45,95.7,1,2024,5,149,0
MIZ/AZL/2024/548,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/548),,23.43194444,92.76083333,Debris,Slide,28 May 2024,2024-05-28,1,1,23.4,92.7,74.17,1482.0,21.95,151.3,0.2,5.8,86.2,86.2,122.7,168.4,168.4,0.45,86.2,1,2024,5,149,0
MIZ/AZL/2024/552,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/552),,23.44138889,92.77888889,Debris,Complex,28 May 2024,2024-05-28,1,1,23.4,92.7,74.17,1371.0,22.57,55.5,0.3,3.2,88.3,88.3,117.2,184.2,184.2,0.45,88.3,1,2024,5,149,0
MIZ/AZL/2024/559,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/559),,23.48555556,92.70305556,Debris,Slide,28 May 2024,2024-05-28,1,1,23.4,92.7,74.17,947.0,22.53,193.8,0.2,5.8,86.2,86.2,122.7,168.4,168.4,0.45,86.2,1,2024,5,149,0
MIZ/AZL/2024/561,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/561),,23.49083333,92.70555556,Debris,Complex,28 May 2024,2024-05-28,1,1,23.4,92.7,74.17,904.0,35.59,223.3,0.2,5.8,86.2,86.2,122.7,168.4,168.4,0.45,86.2,1,2024,5,149,0
MIZ/AZL/2024/567,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/567),,23.49861111,92.70388889,Debris,Complex,28 May 2024,2024-05-28,1,1,23.4,92.7,74.17,950.0,21.43,167.4,0.05,7.3,78.3,78.3,116.8,158.3,158.3,0.45,78.3,1,2024,5,149,0
MIZ/AZL/2024/570,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/570),,23.66194444,92.85416667,Debris,Slide,12 November 2024,2024-11-12,1,1,23.6,92.8,47.5,835.0,28.67,200.7,0.0,0.0,0.1,0.1,0.1,10.1,10.1,0.45,0.1,1,2024,11,317,0
MIZ/AZL/2024/571,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/571),,23.68277778,92.8575,Debris,Slide,28 May 2024,2024-05-28,1,1,23.6,92.8,47.5,945.0,26.54,140.2,0.0,0.9,76.9,76.9,103.3,141.0,141.0,0.45,76.9,1,2024,5,149,0
MIZ/AZL/2024/572,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/572),,23.68305556,92.8575,Debris,Slide,28 May 2024,2024-05-28,1,1,23.6,92.8,47.5,945.0,26.54,140.2,0.0,0.9,76.9,76.9,103.3,141.0,141.0,0.45,76.9,1,2024,5,149,0
MIZ/AZL/2024/575,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/575),,23.71388889,92.85722222,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,834.0,32.61,123.1,0.0,0.5,34.3,34.3,97.0,148.5,148.5,0.45,34.3,1,2024,7,184,1
MIZ/AZL/2024/576,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/576),,23.68638889,92.85833333,Debris,Slide,28 May 2024,2024-05-28,1,1,23.6,92.8,47.5,916.0,24.81,210.5,0.0,0.9,76.9,76.9,103.3,141.0,141.0,0.45,76.9,1,2024,5,149,0
MIZ/AZL/2024/578,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/578),,23.69472222,92.85972222,Debris,Slide,28 May 2024,2024-05-28,1,1,23.6,92.8,47.5,906.0,29.57,171.3,0.0,1.8,82.5,82.5,112.2,146.0,146.0,0.45,82.5,1,2024,5,149,0
MIZ/AZL/2024/579,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/579),,23.71416667,92.85805556,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,898.0,18.3,96.0,0.0,1.8,82.5,82.5,112.2,146.0,146.0,0.45,82.5,1,2024,5,149,0
MIZ/AZL/2024/582,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/582),,23.72722222,92.85472222,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,802.0,19.24,124.3,0.0,1.8,82.5,82.5,112.2,146.0,146.0,0.45,82.5,1,2024,5,149,0
MIZ/AZL/2024/583,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/583),,23.72972222,92.85305556,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,747.0,21.23,122.1,0.0,1.8,82.5,82.5,112.2,146.0,146.0,0.45,82.5,1,2024,5,149,0
MIZ/AZL/2024/586,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/586),,23.73111111,92.84638889,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,673.0,29.35,148.1,0.0,1.8,82.5,82.5,112.2,146.0,146.0,0.45,82.5,1,2024,5,149,0
MIZ/AZL/2024/587,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/587),,23.73361111,92.84305556,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,680.0,18.86,125.2,0.0,1.8,82.5,82.5,112.2,146.0,146.0,0.45,82.5,1,2024,5,149,0
MIZ/AZL/2024/599,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/599),,23.73833333,92.81333333,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,423.0,27.4,152.0,0.0,1.9,68.0,68.0,108.3,165.3,165.3,0.45,68.0,1,2024,5,149,0
MIZ/AZL/2024/600,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/600),,23.73694444,92.81361111,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,368.0,24.38,199.1,0.05,1.0,34.0,34.0,95.9,140.8,140.8,0.45,34.0,1,2024,7,184,1
MIZ/AZL/2024/601,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/601),,23.73472222,92.81333333,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,438.0,38.36,169.2,0.0,1.9,68.0,68.0,108.3,165.3,165.3,0.45,68.0,1,2024,5,149,0
MIZ/AZL/2024/605,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/605),,23.73,92.75833333,Debris,Complex,28 May 2024,2024-05-28,1,1,23.7,92.7,157.5,859.0,33.61,259.3,0.0,1.9,68.0,68.0,108.3,165.3,165.3,0.45,68.0,1,2024,5,149,0
MIZ/AZL/2024/608,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/608),,23.73055556,92.75861111,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.7,157.5,859.0,27.42,242.3,0.0,1.9,68.0,68.0,108.3,165.3,165.3,0.45,68.0,1,2024,5,149,0
MIZ/AZL/2024/610,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/610),,23.72916667,92.76583333,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.7,157.5,796.0,26.34,48.3,0.05,1.0,34.0,34.0,95.9,140.8,140.8,0.45,34.0,1,2024,7,184,1
MIZ/AZL/2024/612,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/612),,23.73027778,92.76861111,Debris,Slide,28 August 2024,2024-08-28,1,1,23.7,92.7,157.5,757.0,18.72,73.1,0.0,0.0,37.6,37.6,41.4,82.6,82.6,0.45,37.6,1,2024,8,241,1
MIZ/AZL/2024/613,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/613),,23.73222222,92.76555556,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.7,157.5,922.0,10.62,13.9,0.05,1.0,34.0,34.0,95.9,140.8,140.8,0.45,34.0,1,2024,7,184,1
MIZ/AZL/2024/616,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/616),,23.73794444,92.78613889,Rock,Slide,2 July 2024,2024-07-02,1,1,23.7,92.7,157.5,522.0,29.77,213.4,0.05,1.0,34.0,34.0,95.9,140.8,140.8,0.45,34.0,1,2024,7,184,1
MIZ/AZL/2024/617,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/617),,23.7375,92.78805556,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.7,157.5,576.0,12.08,351.5,0.05,1.0,34.0,34.0,95.9,140.8,140.8,0.45,34.0,1,2024,7,184,1
MIZ/AZL/2024/620,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/620),,23.73388889,92.79388889,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.7,157.5,346.0,17.45,37.0,0.05,1.0,34.0,34.0,95.9,140.8,140.8,0.45,34.0,1,2024,7,184,1
MIZ/AZL/2024/621,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/621),,23.72222222,92.79861111,Debris,Complex,28 May 2024,2024-05-28,1,1,23.7,92.7,157.5,189.0,9.28,263.1,0.0,1.9,68.0,68.0,108.3,165.3,165.3,0.45,68.0,1,2024,5,149,0
MIZ/AZL/2024/622,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/622),,23.72138889,92.79944444,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.7,157.5,202.0,13.74,350.5,0.05,1.0,34.0,34.0,95.9,140.8,140.8,0.45,34.0,1,2024,7,184,1
MIZ/AZL/2024/623,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/623),,23.72138889,92.85777778,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,770.0,11.72,220.6,0.0,0.5,34.3,34.3,97.0,148.5,148.5,0.45,34.3,1,2024,7,184,1
MIZ/AZL/2024/624,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/624),,23.72083333,92.86472222,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,794.0,36.57,296.8,0.0,0.5,34.3,34.3,97.0,148.5,148.5,0.45,34.3,1,2024,7,184,1
MIZ/AZL/2024/627,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/627),,23.71166667,92.87833333,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,577.0,15.02,294.9,0.0,0.5,34.3,34.3,97.0,148.5,148.5,0.45,34.3,1,2024,7,184,1
MIZ/AZL/2024/628,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/628),,23.71111111,92.87861111,Debris,Slide,28 June 2024,2024-06-28,1,1,23.7,92.8,67.5,607.0,19.65,344.6,0.0,0.0,9.9,9.9,33.3,70.5,70.5,0.45,9.9,1,2024,6,180,1
MIZ/AZL/2024/629,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/629),,23.70333333,92.87638889,Debris,Slide,18 July 2024,2024-07-18,1,1,23.7,92.8,67.5,569.0,19.5,0.0,0.4,0.9,3.9,3.9,38.4,59.5,59.5,0.45,3.9,1,2024,7,200,1
MIZ/AZL/2024/634,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/634),,23.73361111,92.84833333,Debris,Slide,7 June 2024,2024-06-07,1,1,23.7,92.8,67.5,709.0,25.12,184.4,0.0,0.0,1.6,1.6,1.7,15.2,15.2,0.45,1.6,1,2024,6,159,1
MIZ/AZL/2024/635,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/635),,23.73361111,92.85305556,Debris,Complex,28 August 2024,2024-08-28,1,1,23.7,92.8,67.5,792.0,32.94,281.4,0.0,0.0,28.7,28.7,34.4,97.4,97.4,0.45,28.7,1,2024,8,241,1
MIZ/AZL/2024/636,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/636),,23.735,92.85666667,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,791.0,33.31,185.1,0.0,0.5,34.3,34.3,97.0,148.5,148.5,0.45,34.3,1,2024,7,184,1
MIZ/AZL/2024/637,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/637),,23.73666667,92.85611111,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,752.0,22.89,155.4,0.0,0.5,34.3,34.3,97.0,148.5,148.5,0.45,34.3,1,2024,7,184,1
MIZ/AZL/2024/638,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/638),,23.73583333,92.85194444,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,683.0,37.13,279.0,0.0,1.8,82.5,82.5,112.2,146.0,146.0,0.45,82.5,1,2024,5,149,0
MIZ/AZL/2024/639,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/639),,23.74416667,92.85555556,Debris,Slide,25 September 2024,2024-09-25,1,1,23.7,92.8,67.5,837.0,4.12,90.0,0.05,0.1,23.4,23.4,44.3,56.0,56.0,0.45,23.4,1,2024,9,269,1
MIZ/AZL/2024/640,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/640),,23.74361111,92.85416667,Debris,Slide,25 September 2024,2024-09-25,1,1,23.7,92.8,67.5,842.0,10.97,107.7,0.05,0.1,23.4,23.4,44.3,56.0,56.0,0.45,23.4,1,2024,9,269,1
MIZ/AZL/2024/641,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/641),,23.76111111,92.84777778,Debris,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,762.0,26.39,217.5,0.0,0.5,35.1,35.1,107.2,166.2,166.2,0.45,35.1,1,2024,7,184,1
MIZ/AZL/2024/642,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/642),,23.76166667,92.85083333,Debris,Complex,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,775.0,22.88,228.3,0.0,0.5,35.1,35.1,107.2,166.2,166.2,0.45,35.1,1,2024,7,184,1
MIZ/AZL/2024/643,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/643),,23.76527778,92.85,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,793.0,19.76,158.7,0.0,0.5,35.1,35.1,107.2,166.2,166.2,0.45,35.1,1,2024,7,184,1
MIZ/AZL/2024/644,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/644),,23.76861111,92.85138889,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1,23.7,92.8,67.5,726.0,20.62,186.2,0.0,0.5,35.1,35.1,107.2,166.2,166.2,0.45,35.1,1,2024,7,184,1
MIZ/AZL/2024/645,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/645),,23.77777778,92.8479,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,706.0,22.25,135.2,0.0,1.9,66.6,66.6,88.5,113.2,113.2,0.45,66.6,1,2024,5,149,0
MIZ/AZL/2024/646,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/646),,23.774,92.848,Debris,Slide,28 June 2024,2024-06-28,1,1,23.7,92.8,67.5,630.0,19.91,214.0,0.0,0.0,11.1,11.1,39.2,70.9,70.9,0.45,11.1,1,2024,6,180,1
MIZ/AZL/2024/647,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/647),,23.7775,92.84833333,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,731.0,29.33,133.8,0.0,1.9,66.6,66.6,88.5,113.2,113.2,0.45,66.6,1,2024,5,149,0
MIZ/AZL/2024/648,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/648),,23.77833333,92.84666667,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,685.0,32.9,157.0,0.0,1.9,66.6,66.6,88.5,113.2,113.2,0.45,66.6,1,2024,5,149,0
MIZ/AZL/2024/649,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/649),,23.77166667,92.84805556,Debris,Slide,23 July 2023,2023-07-23,1,1,23.7,92.8,67.5,680.0,31.69,184.6,1.25,4.6,15.8,15.8,45.1,105.4,105.4,0.45,15.8,1,2023,7,204,1
MIZ/AZL/2024/652,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/652),,23.77361111,92.84944444,Debris,Slide,28 May 2024,2024-05-28,1,1,23.7,92.8,67.5,701.0,21.35,209.7,0.0,1.9,66.6,66.6,88.5,113.2,113.2,0.45,66.6,1,2024,5,149,0
MIZ/AZL/2024/657,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/657),,23.82638889,92.8325,Debris,Slide,28 May 2024,2024-05-28,1,1,23.8,92.8,46.67,402.0,34.29,161.1,0.0,1.9,66.6,66.6,88.5,113.2,113.2,0.45,66.6,1,2024,5,149,0
MIZ/AZL/2024/659,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/659),,23.83277778,92.8325,Debris,Slide,2 July 2024,2024-07-02,1,1,23.8,92.8,46.67,391.0,33.85,167.6,0.25,1.9,35.7,35.7,102.9,178.0,178.0,0.45,35.7,1,2024,7,184,1
MIZ/AZL/2024/660,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/660),,23.83888889,92.83194444,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1,23.8,92.8,46.67,246.0,22.99,201.8,0.25,1.9,35.7,35.7,102.9,178.0,178.0,0.45,35.7,1,2024,7,184,1
MIZ/AZL/2024/661,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/661),,23.84777778,92.83694444,Debris,Slide,28 May 2024,2024-05-28,1,1,23.8,92.8,46.67,364.0,19.73,171.3,0.0,9.9,78.3,78.3,106.3,125.1,125.1,0.45,78.3,1,2024,5,149,0
MIZ/AZL/2024/662,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/662),,23.85194444,92.83305556,Earth/Soil,Slide,25 September 2024,2024-09-25,1,1,23.8,92.8,46.67,144.0,20.26,203.0,0.0,0.0,21.9,21.9,45.5,57.5,57.5,0.45,21.9,1,2024,9,269,1
MIZ/AZL/2024/663,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/663),,23.86222222,92.83666667,Debris,Slide,2 July 2024,2024-07-02,1,1,23.8,92.8,46.67,252.0,16.87,112.9,0.0,0.3,33.8,33.8,104.5,179.3,179.3,0.45,33.8,1,2024,7,184,1
MIZ/AZL/2024/665,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/665),,23.87777778,92.84083333,Debris,Slide,25 September 2024,2024-09-25,1,1,23.8,92.8,46.67,323.0,31.86,283.8,0.0,0.0,21.9,21.9,45.5,57.5,57.5,0.45,21.9,1,2024,9,269,1
MIZ/AZL/2024/666,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/666),,23.88583333,92.85055556,Rock,Slide,28 September 2024,2024-09-28,1,1,23.8,92.8,46.67,523.0,15.03,200.6,0.0,0.0,1.3,1.3,11.4,58.2,58.2,0.45,1.3,1,2024,9,272,1
MIZ/AZL/2024/667,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/667),,23.89277778,92.85083333,Debris,Slide,28 September 2024,2024-09-28,1,1,23.8,92.8,46.67,609.0,12.79,137.6,0.0,0.0,1.3,1.3,11.4,58.2,58.2,0.45,1.3,1,2024,9,272,1
MIZ/AZL/2024/668,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/668),,23.89138889,92.84888889,Debris,Slide,2 July 2024,2024-07-02,1,1,23.8,92.8,46.67,583.0,10.64,100.6,0.0,0.3,33.8,33.8,104.5,179.3,179.3,0.45,33.8,1,2024,7,184,1
MIZ/AZL/2024/669,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/669),,23.89305556,92.84722222,Earth/Soil,Slide,28 September 2024,2024-09-28,1,1,23.8,92.8,46.67,545.0,24.55,198.4,0.0,0.0,1.3,1.3,11.4,58.2,58.2,0.45,1.3,1,2024,9,272,1
MIZ/AZL/2024/670,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/670),,23.88361111,92.85305556,Earth/Soil,Slide,17 August 2024,2024-08-17,1,1,23.8,92.8,46.67,629.0,24.17,182.9,2.35,8.5,30.2,30.2,76.6,116.0,116.0,0.45,30.2,1,2024,8,230,1
MIZ/AZL/2024/671,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/671),,23.88527778,92.8575,Earth/Soil,Slide,25 September 2024,2024-09-25,1,1,23.8,92.8,46.67,764.0,26.74,27.1,0.0,0.0,21.9,21.9,45.5,57.5,57.5,0.45,21.9,1,2024,9,269,1
MIZ/AZL/2024/672,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/672),,23.76972222,92.76,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1,23.7,92.7,157.5,1149.0,40.2,206.3,0.05,1.3,37.3,37.3,101.5,157.1,157.1,0.45,37.3,1,2024,7,184,1
MIZ/AZL/2024/705,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/705),,24.03503889,93.54139444,Debris,Slide,28 September 2024,2024-09-28,1,1,24.0,93.5,11.67,965.0,18.47,222.4,0.0,0.0,1.5,1.5,9.9,56.3,56.3,0.45,1.5,1,2024,9,272,1
MIZ/AZL/2024/706,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/706),,24.05808333,93.49808333,Earth/Soil,Slide,7 October 2024,2024-10-07,1,1,24.0,93.4,1.67,1249.0,7.95,312.1,0.0,0.0,3.5,3.5,10.0,80.7,80.7,0.45,3.5,1,2024,10,281,0
MIZ/AZL/2024/707,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/707),,24.04531667,93.49220278,Debris,Slide,7 October 2024,2024-10-07,1,1,24.0,93.4,1.67,1352.0,12.41,350.6,0.0,0.0,3.5,3.5,10.0,80.7,80.7,0.45,3.5,1,2024,10,281,0
MIZ/AZL/2024/708,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/708),,24.090025,93.54191667,Debris,Slide,7 October 2024,2024-10-07,1,1,24.0,93.5,11.67,671.0,16.19,288.8,0.0,0.0,3.8,3.8,11.0,74.2,74.2,0.45,3.8,1,2024,10,281,0
MIZ/AZL/2024/709,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/709),,24.10864167,93.54198333,Debris,Slide,28 September 2024,2024-09-28,1,1,24.1,93.5,26.67,751.0,10.7,6.8,0.0,0.0,1.1,1.1,7.6,27.0,27.0,0.45,1.1,1,2024,9,272,1
MIZ/AZL/2024/710,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/710),,24.12682222,93.54013889,Debris,Slide,28 September 2024,2024-09-28,1,1,24.1,93.5,26.67,760.0,9.23,255.9,0.0,0.0,1.1,1.1,7.6,27.0,27.0,0.45,1.1,1,2024,9,272,1
MIZ/AZL/2024/711,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/711),,24.12715278,93.53351389,Earth/Soil,Slide,7 October 2024,2024-10-07,1,1,24.1,93.5,26.67,639.0,14.13,0.0,0.0,0.0,7.3,7.3,12.2,70.7,70.7,0.45,7.3,1,2024,10,281,0
MIZ/AZL/2024/712,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/712),,24.17180556,93.54406667,Debris,Slide,2 July 2024,2024-07-02,1,1,24.1,93.5,26.67,682.0,22.54,41.5,0.15,0.9,24.8,24.8,73.7,137.5,137.5,0.45,24.8,1,2024,7,184,1
MIZ/AZL/2024/713,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/713),,24.18291667,93.53441944,Debris,Slide,2 July 2024,2024-07-02,1,1,24.1,93.5,26.67,810.0,22.77,23.4,0.15,0.9,24.8,24.8,73.7,137.5,137.5,0.45,24.8,1,2024,7,184,1
MIZ/AZL/2024/714,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/714),,24.18566111,93.53935278,Debris,Slide,2 July 2024,2024-07-02,1,1,24.1,93.5,26.67,663.0,15.98,123.5,0.15,0.9,24.8,24.8,73.7,137.5,137.5,0.45,24.8,1,2024,7,184,1
MIZ/AZL/2024/715,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/715),,24.24449722,93.55275833,Debris,Slide,2 July 2024,2024-07-02,1,1,24.2,93.5,4.17,1040.0,19.31,59.5,0.2,0.9,28.2,28.2,93.2,136.7,136.7,0.45,28.2,1,2024,7,184,1
MIZ/AZL/2024/716,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/716),,24.24755556,93.54809722,Debris,Slide,2 July 2024,2024-07-02,1,1,24.2,93.5,4.17,1218.0,22.57,70.6,0.2,0.8,24.4,24.4,98.7,152.2,152.2,0.45,24.4,1,2024,7,184,1
MIZ/AZL/2024/717,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/717),,24.28840278,93.58591389,Debris,Slide,13 August 2024,2024-08-13,1,1,24.2,93.5,4.17,822.0,25.12,161.5,0.0,0.9,8.0,8.0,18.9,52.9,52.9,0.45,8.0,1,2024,8,226,1
MIZ/AZL/2024/718,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/718),,24.29982222,93.59040833,Debris,Slide,13 August 2024,2024-08-13,1,1,24.2,93.5,4.17,774.0,5.13,159.4,0.0,0.9,8.0,8.0,18.9,52.9,52.9,0.45,8.0,1,2024,8,226,1
MIZ/AZL/2024/719,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/719),,24.30768611,93.58120556,Debris,Slide,13 August 2024,2024-08-13,1,1,24.3,93.5,11.67,736.0,6.1,337.7,0.0,0.9,8.0,8.0,18.9,52.9,52.9,0.45,8.0,1,2024,8,226,1
MIZ/AZL/2024/720,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/720),,24.30711944,93.59375833,Earth/Soil,Slide,13 August 2024,2024-08-13,1,1,24.3,93.5,11.67,899.0,11.79,173.8,0.0,0.9,8.0,8.0,18.9,52.9,52.9,0.45,8.0,1,2024,8,226,1
MIZ/AZL/2024/721,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/721),,24.33915833,93.66233611,Debris,Slide,13 August 2024,2024-08-13,1,1,24.3,93.6,22.5,1030.0,12.49,319.4,0.0,0.1,2.7,2.7,18.3,64.1,64.1,0.45,2.7,1,2024,8,226,1
MIZ/AZL/2024/722,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/722),,24.33331944,93.65702778,Debris,Slide,13 August 2024,2024-08-13,1,1,24.3,93.6,22.5,1099.0,12.6,37.2,0.0,0.1,2.7,2.7,18.3,64.1,64.1,0.45,2.7,1,2024,8,226,1
